0,1,2,3,4,5,6,7,8,9
253,0,0,1,0,0,2,0,2,0
0,245,5,1,0,0,0,1,1,5
0,5,246,1,0,0,1,3,2,0
0,1,0,246,1,4,1,0,3,2
0,1,0,0,245,0,1,1,0,10
1,0,0,3,0,243,1,0,7,3
0,0,0,0,0,2,252,0,4,0
0,3,0,0,0,2,0,250,1,2
0,3,2,1,0,1,1,0,248,2
0,5,0,4,3,0,0,2,2,242
