Alg.,Time,Ein,Etest
Batch Gradient Descent,0.15156339399982244,0.9826589595375722,0.9844961240310077
Mini Batch Gradient Descent,0.7905343679885846,0.9980732177263969,0.9864341085271318
Scipy Optimize,2.4077868750027847,0.9980732177263969,0.9825581395348837
