0,1,2,3,4,5,6,7,8,9
244,0,2,0,1,0,3,0,7,1
0,227,4,2,5,0,0,1,6,13
0,16,203,6,0,0,3,8,20,2
0,4,0,239,0,3,1,3,6,2
1,4,0,0,221,3,3,2,3,21
4,1,0,12,0,206,3,1,28,3
5,2,0,0,7,3,236,0,5,0
0,3,4,3,0,1,0,229,6,12
1,6,1,4,1,1,2,0,237,5
0,14,0,13,7,1,1,2,6,214
