0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9990366088631984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9990366088631984,0.9913294797687862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9990366088631984,0.9932562620423893,0.9975915221579962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9966281310211946,0.9985549132947977,0.9995183044315993,0.0,0.0,0.0,0.0,0.0,0.0
0.9980732177263969,0.9961464354527938,0.9985549132947977,0.9922928709055877,0.9990366088631984,0.0,0.0,0.0,0.0,0.0
0.9971098265895953,0.9985549132947977,1.0,1.0,1.0,0.9927745664739884,0.0,0.0,0.0,0.0
1.0,0.9980732177263969,0.9947013487475915,0.9966281310211946,0.9898843930635838,0.9990366088631984,1.0,0.0,0.0,0.0
0.9980732177263969,0.9773603082851637,0.9908477842003853,0.9922928709055877,0.9980732177263969,0.9778420038535646,0.9980732177263969,0.9971098265895953,0.0,0.0
0.9980732177263969,0.9826589595375722,0.9971098265895953,0.9908477842003853,0.9489402697495183,0.9932562620423893,1.0,0.9879576107899807,0.9918111753371869,0.0
